start_time,end_time,delta,elapsed_time,message_size,sending,from,to,num_peers
1721405695.675115,1721405695.6752772, ,0.0001621246337890625,105,False,80.57.135.211:8093,None,0
1721405699.9796762,1721405699.9798338, ,0.0001575946807861328,2094,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405700.2170587,1721405700.2311969,5,0.014138221740722656,3590,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405704.9953806,1721405704.9973154, ,0.0019347667694091797,3654,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405705.23683,1721405705.2461648,5,0.009334802627563477,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405710.0111105,1721405710.013075, ,0.001964569091796875,3620,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405710.250536,1721405710.2647097,5,0.014173746109008789,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405715.0259879,1721405715.028644, ,0.002656221389770508,3620,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405715.2692523,1721405715.2783725,5,0.00912022590637207,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405720.0446517,1721405720.0447526, ,0.00010085105895996094,3620,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405720.2838066,1721405720.2934449,5,0.009638309478759766,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405725.0610719,1721405725.061232, ,0.00016021728515625,3620,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405725.2984762,1721405725.3069797,5,0.008503437042236328,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405730.0776083,1721405730.07773, ,0.00012159347534179688,3620,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405730.3120768,1721405730.323054,5,0.01097726821899414,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405735.0928903,1721405735.0930107, ,0.00012040138244628906,3620,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405735.3277094,1721405735.3377917,5,0.010082244873046875,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405740.107876,1721405740.1098282, ,0.0019521713256835938,3620,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405740.3422475,1721405740.353606,5,0.011358499526977539,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405745.1230464,1721405745.1256278, ,0.002581357955932617,3620,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405745.3583472,1721405745.369074,5,0.0107269287109375,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405750.1389537,1721405750.1390846, ,0.0001308917999267578,3620,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405750.3743074,1721405750.3837686,5,0.009461164474487305,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405755.1534216,1721405755.1550663, ,0.0016446113586425781,3620,False,80.57.135.211:8093,80.57.135.211:8092,1
1721405755.3886464,1721405755.3998477,5,0.01120138168334961,3586,True,80.57.135.211:8092,80.57.135.211:8093,1
1721405759.8594997,1721405759.859625, ,0.00012540817260742188,105,False,80.57.135.211:8093,None,1
1721405759.9013696,1721405759.9015193, ,0.00014972686767578125,105,False,80.57.135.211:8094,None,1
1721405759.9504144,1721405759.9505286, ,0.00011420249938964844,105,False,80.57.135.211:8095,None,2
1721405763.5157392,1721405763.515859, ,0.00011968612670898438,1948,False,80.57.135.211:8094,80.57.135.211:8092,3
1721405765.1851876,1721405765.1881554, ,0.00296783447265625,5393,False,80.57.135.211:8093,80.57.135.211:8092,3
1721405765.4072328,1721405765.4181635,5,0.010930776596069336,4832,True,80.57.135.211:8092,80.57.135.211:8094,3
1721405770.4230154,1721405770.4335306,5,0.010515213012695312,6199,True,80.57.135.211:8092,80.57.135.211:8093,3
1721405774.7764778,1721405774.7766094, ,0.0001316070556640625,6219,False,80.57.135.211:8095,80.57.135.211:8092,3
1721405775.4382975,1721405775.4495504,5,0.011252880096435547,6151,True,80.57.135.211:8092,80.57.135.211:8095,3
1721405778.5626664,1721405778.5627842, ,0.00011777877807617188,6185,False,80.57.135.211:8094,80.57.135.211:8092,3
1721405780.4554436,1721405780.4653425,5,0.009898900985717773,6151,True,80.57.135.211:8092,80.57.135.211:8095,3
1721405788.5820978,1721405788.5836446, ,0.0015468597412109375,6185,False,80.57.135.211:8094,80.57.135.211:8092,3
1721405789.819358,1721405789.8194761, ,0.00011801719665527344,6185,False,80.57.135.211:8095,80.57.135.211:8092,3
1721405790.4727764,1721405790.4843237,5,0.011547327041625977,6151,True,80.57.135.211:8092,80.57.135.211:8093,3
1721405795.4898005,1721405795.4988856,5,0.00908517837524414,6151,True,80.57.135.211:8092,80.57.135.211:8094,3
1721405799.8361788,1721405799.8363247, ,0.00014591217041015625,6185,False,80.57.135.211:8095,80.57.135.211:8092,3
1721405800.5040247,1721405800.5135102,5,0.009485483169555664,6151,True,80.57.135.211:8092,80.57.135.211:8093,3
1721405808.6135218,1721405808.615493, ,0.0019712448120117188,6185,False,80.57.135.211:8094,80.57.135.211:8092,3
1721405810.5207222,1721405810.5302713,5,0.009549140930175781,6151,True,80.57.135.211:8092,80.57.135.211:8093,3
1721405813.6276498,1721405813.6292849, ,0.0016350746154785156,6185,False,80.57.135.211:8094,80.57.135.211:8092,3
1721405815.535746,1721405815.5448039,5,0.009057760238647461,6151,True,80.57.135.211:8092,80.57.135.211:8094,3
1721405819.8736475,1721405819.8760533, ,0.002405881881713867,6185,False,80.57.135.211:8095,80.57.135.211:8092,3
1721405820.5499148,1721405820.559882,5,0.00996708869934082,6151,True,80.57.135.211:8092,80.57.135.211:8093,3
1721405823.656398,1721405823.6608982, ,0.004500150680541992,6185,False,80.57.135.211:8094,80.57.135.211:8092,3
1721405825.346845,1721405825.3485932, ,0.0017483234405517578,6185,False,80.57.135.211:8093,80.57.135.211:8092,3
1721405825.564676,1721405825.575312,5,0.010635852813720703,6151,True,80.57.135.211:8092,80.57.135.211:8093,3
1721405830.5795927,1721405830.5892193,5,0.009626626968383789,6151,True,80.57.135.211:8092,80.57.135.211:8095,3
1721405855.602144,1721405855.6115458,5,0.009401798248291016,6151,True,80.57.135.211:8092,80.57.135.211:8094,3
1721405859.9574602,1721405859.9615893, ,0.004129171371459961,6185,False,80.57.135.211:8095,80.57.135.211:8092,3
1721405860.6157606,1721405860.6252599,5,0.009499311447143555,6151,True,80.57.135.211:8092,80.57.135.211:8095,3
1721405864.9714406,1721405864.9738476, ,0.002407073974609375,6185,False,80.57.135.211:8095,80.57.135.211:8092,3
1721405865.631973,1721405865.643663,5,0.011689901351928711,6151,True,80.57.135.211:8092,80.57.135.211:8094,3
1721405868.758663,1721405868.7608674, ,0.002204418182373047,6185,False,80.57.135.211:8094,80.57.135.211:8092,3
1721405870.6524043,1721405870.661612,5,0.009207725524902344,6151,True,80.57.135.211:8092,80.57.135.211:8094,3
1721405878.789881,1721405878.7919536, ,0.002072572708129883,6185,False,80.57.135.211:8094,80.57.135.211:8092,3
1721405880.6695812,1721405880.6785572,5,0.008975982666015625,6151,True,80.57.135.211:8092,80.57.135.211:8094,3
1721405885.023944,1721405885.024087, ,0.0001430511474609375,6185,False,80.57.135.211:8095,80.57.135.211:8092,3
1721405885.6833336,1721405885.6925888,5,0.009255170822143555,6151,True,80.57.135.211:8092,80.57.135.211:8094,3
1721405894.6006737,1721405894.6008663, ,0.0001926422119140625,105,False,80.57.135.211:8096,None,3
1721405905.0829592,1721405905.0830858, ,0.0001266002655029297,6185,False,80.57.135.211:8095,80.57.135.211:8092,4
1721405905.7032297,1721405905.712744,5,0.009514331817626953,6151,True,80.57.135.211:8092,80.57.135.211:8094,4
1721405930.726425,1721405930.7358725,5,0.009447574615478516,6151,True,80.57.135.211:8092,80.57.135.211:8095,4
1721405935.7406783,1721405935.7519612,5,0.011282920837402344,6151,True,80.57.135.211:8092,80.57.135.211:8095,4
1721405938.9812071,1721405938.983368, ,0.002160787582397461,6185,False,80.57.135.211:8094,80.57.135.211:8092,4
1721405940.7568665,1721405940.7684147,5,0.011548280715942383,6151,True,80.57.135.211:8092,80.57.135.211:8095,4
1721405943.9988186,1721405944.0005567, ,0.0017380714416503906,6185,False,80.57.135.211:8094,80.57.135.211:8092,4
1721405945.7729461,1721405945.7829232,5,0.009977102279663086,6151,True,80.57.135.211:8092,80.57.135.211:8093,4
1721405950.2174802,1721405950.2245004, ,0.007020235061645508,6185,False,80.57.135.211:8095,80.57.135.211:8092,4
1721405950.7873497,1721405950.7963507,5,0.009001016616821289,6151,True,80.57.135.211:8092,80.57.135.211:8095,4
1721405960.2490234,1721405960.250651, ,0.0016274452209472656,6185,False,80.57.135.211:8095,80.57.135.211:8092,4
1721405960.8034027,1721405960.8128047,5,0.009402036666870117,6151,True,80.57.135.211:8092,80.57.135.211:8094,4
